"","Alpha_2","Name","Station","ICAO","IATA","SYNOP","LAT","LONG","ELEV"
"250",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"251",NA,"Bolivia","NEVADA             1","0-FEB-","12",NA,NA,NA,NA
"252",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"253",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"254",NA,"Bolivia","NEW YORK           0","3-DEC-","13",NA,NA,NA,NA
"255",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"256",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"257",NA,"Bolivia","OHIO               0","3-DEC-","13",NA,NA,NA,NA
"258",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"259",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"260",NA,"Bolivia","OKLAHOMA           0","4-OCT-","13",NA,NA,NA,NA
"261",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"262",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"263",NA,"Bolivia","OREGON             0","1-JUN-","09",NA,NA,NA,NA
"264",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"265",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"266",NA,"Bolivia","PENNSYLVANIA       2","8-FEB-","12",NA,NA,NA,NA
"267",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"268",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"269",NA,"Bolivia","RHODE ISLAND       1","6-DEC-","98",NA,NA,NA,NA
"270",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"271",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"272",NA,"Bolivia","SOUTH CAROLINA     3","0-APR-","13",NA,NA,NA,NA
"273",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"274",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"275",NA,"Bolivia","SOUTH DAKOTA       2","8-FEB-","12",NA,NA,NA,NA
"276",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"277",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"278",NA,"Bolivia","TENNESSEE          0","3-DEC-","13",NA,NA,NA,NA
"279",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"280",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"281",NA,"Bolivia","TEXAS              0","3-MAR-","14",NA,NA,NA,NA
"282",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"283",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"284",NA,"Bolivia","UTAH               1","6-DEC-","13",NA,NA,NA,NA
"285",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"286",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"287",NA,"Bolivia","VIRGINIA           0","1-SEP-","10",NA,NA,NA,NA
"288",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"289",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"290",NA,"Bolivia","VERMONT            3","0-APR-","13",NA,NA,NA,NA
"291",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"292",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"293",NA,"Bolivia","WASHINGTON         3","0-APR-","13",NA,NA,NA,NA
"294",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"295",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"296",NA,"Bolivia","WISCONSIN          0","3-DEC-","13",NA,NA,NA,NA
"297",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"298",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"299",NA,"Bolivia","WEST VIRGINIA      2","6-APR-","06",NA,NA,NA,NA
"300",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"301",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"302",NA,"Bolivia","WYOMING            0","3-DEC-","13",NA,NA,NA,NA
"303",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"304",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"305",NA,"Bolivia","WASHINGTON D.C.    2","5-SEP-","00",NA,NA,NA,NA
"306",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"307",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"308",NA,"Bolivia","ALBERTA            1","0-DEC-","13",NA,NA,NA,NA
"309",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"310",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"311",NA,"Bolivia","BRITISH COLUMBIA   0","3-DEC-","13",NA,NA,NA,NA
"312",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"313",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"314",NA,"Bolivia","MANITOBA           1","0-DEC-","13",NA,NA,NA,NA
"315",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"316",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"317",NA,"Bolivia","NEW BRUNSWICK      2","6-APR-","06",NA,NA,NA,NA
"318",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"319",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"320",NA,"Bolivia","NEWFOUNDLAND       3","0-APR-","13",NA,NA,NA,NA
"321",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"322",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"323",NA,"Bolivia","NOVA SCOTIA        3","0-APR-","13",NA,NA,NA,NA
"324",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"325",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"326",NA,"Bolivia","N.W. TERRITORIES   0","3-DEC-","13",NA,NA,NA,NA
"327",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"328",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"329",NA,"Bolivia","NUNAVUT            3","0-APR-","13",NA,NA,NA,NA
"330",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"331",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"332",NA,"Bolivia","ONTARIO            3","0-APR-","13",NA,NA,NA,NA
"333",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"334",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"335",NA,"Bolivia","PRINCE EDWARD ISLAND","   09-","NOV-04",NA,NA,NA,NA
"336",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"337",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"338",NA,"Bolivia","QUEBEC             1","0-DEC-","13",NA,NA,NA,NA
"339",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"340",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"341",NA,"Bolivia","SASKATCHEWAN       3","0-APR-","13",NA,NA,NA,NA
"342",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"343",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"344",NA,"Bolivia","YUKON TERRITORY    3","0-APR-","13",NA,NA,NA,NA
"345",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"346",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"347",NA,"Bolivia","MEXICO             0","4-OCT-","13",NA,NA,NA,NA
"348",NA,"Bolivia","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"349",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"350",NA,"Bolivia","GUAM               2","3-DEC-","01",NA,NA,NA,NA
"351",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"352",NA,"Bolivia","JOHNSTON/WAKE/XMAS 3","0-APR-","13",NA,NA,NA,NA
"353",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"354",NA,"Bolivia","MARSHALL ISLANDS   3","0-APR-","13",NA,NA,NA,NA
"355",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"356",NA,"Bolivia","MICRONESIA         1","2-JUL-","02",NA,NA,NA,NA
"357",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"358",NA,"Bolivia","PUERTO RICO        1","4-APR-","11",NA,NA,NA,NA
"359",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"360",NA,"Bolivia","BAHAMAS            0","2-APR-","08",NA,NA,NA,NA
"361",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"362",NA,"Bolivia","CUBA               3","0-APR-","13",NA,NA,NA,NA
"363",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"364",NA,"Bolivia","JAMAICA            2","9-SEP-","04",NA,NA,NA,NA
"365",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"366",NA,"Bolivia","GRAND CAYMAN IS    2","3-DEC-","01",NA,NA,NA,NA
"367",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"368",NA,"Bolivia","HAITI              2","3-DEC-","01",NA,NA,NA,NA
"369",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"370",NA,"Bolivia","DOMINICAN REPUBLIC 3","0-APR-","13",NA,NA,NA,NA
"371",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"372",NA,"Bolivia","DOMINICA ISLAND    1","0-JUN-","05",NA,NA,NA,NA
"373",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"374",NA,"Bolivia","VIRGIN ISLANDS     2","3-DEC-","01",NA,NA,NA,NA
"375",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"376",NA,"Bolivia","LESSER ANTILLES    3","0-APR-","13",NA,NA,NA,NA
"377",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"378",NA,"Bolivia","BARBADOS           2","3-DEC-","01",NA,NA,NA,NA
"379",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"380",NA,"Bolivia","GRENADA            2","9-SEP-","04",NA,NA,NA,NA
"381",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"382",NA,"Bolivia","MONTSERRAT         0","5-JUL-","11",NA,NA,NA,NA
"383",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"384",NA,"Bolivia","TRINIDAD TOBAGO    2","3-DEC-","01",NA,NA,NA,NA
"385",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"386",NA,"Bolivia","BERMUDA            2","3-DEC-","01",NA,NA,NA,NA
"387",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"388",NA,"Bolivia","BELIZE             2","3-DEC-","01",NA,NA,NA,NA
"389",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"390",NA,"Bolivia","GUATEMALA          3","0-APR-","13",NA,NA,NA,NA
"391",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"392",NA,"Bolivia","HONDURAS           3","0-APR-","13",NA,NA,NA,NA
"393",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"394",NA,"Bolivia","EL SALVADOR        1","9-AUG-","13",NA,NA,NA,NA
"395",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"396",NA,"Bolivia","NICARAGUA          3","0-APR-","13",NA,NA,NA,NA
"397",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"398",NA,"Bolivia","COSTA RICA         2","3-DEC-","01",NA,NA,NA,NA
"399",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"400",NA,"Bolivia","PANAMA             3","0-APR-","13",NA,NA,NA,NA
"401",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"402",NA,"Bolivia","COLOMBIA           3","0-APR-","13",NA,NA,NA,NA
"403",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"404",NA,"Bolivia","VENEZUELA          3","0-APR-","13",NA,NA,NA,NA
"405",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"406",NA,"Bolivia","GUYANA             2","8-NOV-","08",NA,NA,NA,NA
"407",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"408",NA,"Bolivia","ECUADOR            3","0-APR-","13",NA,NA,NA,NA
"409",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"410",NA,"Bolivia","PERU               3","0-APR-","13",NA,NA,NA,NA
"411",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"412",NA,"Bolivia","BOLIVIA            3","0-APR-","13",NA,NA,NA,NA
"413",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"414",NA,"Bolivia","BRAZIL             3","0-APR-","13",NA,NA,NA,NA
"415",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"416",NA,"Bolivia","PARAGUAY           3","0-APR-","13",NA,NA,NA,NA
"417",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"418",NA,"Bolivia","URUGUAY            3","0-APR-","13",NA,NA,NA,NA
"419",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"420",NA,"Bolivia","CHILE              3","0-APR-","13",NA,NA,NA,NA
"421",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"422",NA,"Bolivia","ARGENTINA          3","0-APR-","13",NA,NA,NA,NA
"423",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"424",NA,"Bolivia","FALKLAND ISLANDS   0","4-MAR-","02",NA,NA,NA,NA
"425",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"426",NA,"Bolivia","SURINAME           0","9-NOV-","04",NA,NA,NA,NA
"427",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"428",NA,"Bolivia","GREENLAND          3","0-APR-","13",NA,NA,NA,NA
"429",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"430",NA,"Bolivia","ICELAND            3","0-APR-","13",NA,NA,NA,NA
"431",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"432",NA,"Bolivia","BELGIUM            0","3-DEC-","13",NA,NA,NA,NA
"433",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"434",NA,"Bolivia","GERMANY            0","3-DEC-","13",NA,NA,NA,NA
"435",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"436",NA,"Bolivia","ESTONIA            2","3-FEB-","10",NA,NA,NA,NA
"437",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"438",NA,"Bolivia","FINLAND            3","0-APR-","13",NA,NA,NA,NA
"439",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"440",NA,"Bolivia","UNITED KINGDOM     3","0-APR-","13",NA,NA,NA,NA
"441",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"442",NA,"Bolivia","NETHERLANDS        3","0-APR-","13",NA,NA,NA,NA
"443",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"444",NA,"Bolivia","IRELAND            1","9-AUG-","13",NA,NA,NA,NA
"445",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"446",NA,"Bolivia","DENMARK            3","0-APR-","13",NA,NA,NA,NA
"447",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"448",NA,"Bolivia","LUXEMBOURG         2","7-DEC-","01",NA,NA,NA,NA
"449",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"450",NA,"Bolivia","NORWAY             3","0-APR-","13",NA,NA,NA,NA
"451",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"452",NA,"Bolivia","POLAND             3","0-APR-","13",NA,NA,NA,NA
"453",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"454",NA,"Bolivia","SWEDEN             3","0-APR-","13",NA,NA,NA,NA
"455",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"456",NA,"Bolivia","LITHUANIA          3","0-APR-","13",NA,NA,NA,NA
"457",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"458",NA,"Bolivia","ALBANIA            3","0-APR-","13",NA,NA,NA,NA
"459",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"460",NA,"Bolivia","BULGARIA           3","0-APR-","13",NA,NA,NA,NA
"461",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"462",NA,"Bolivia","CYPRUS             1","2-FEB-","04",NA,NA,NA,NA
"463",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"464",NA,"Bolivia","CROATIA            0","5-JUL-","11",NA,NA,NA,NA
"465",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"466",NA,"Bolivia","SPAIN              0","9-DEC-","13",NA,NA,NA,NA
"467",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"468",NA,"Bolivia","FRANCE             2","2-OCT-","13",NA,NA,NA,NA
"469",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"470",NA,"Bolivia","GREECE             3","0-APR-","13",NA,NA,NA,NA
"471",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"472",NA,"Bolivia","HUNGARY            0","5-JUL-","11",NA,NA,NA,NA
"473",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"474",NA,"Bolivia","ITALY              1","9-AUG-","13",NA,NA,NA,NA
"475",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"476",NA,"Bolivia","SLOVENIA           0","9-SEP-","10",NA,NA,NA,NA
"477",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"478",NA,"Bolivia","CZECH REPUBLIC     0","4-OCT-","13",NA,NA,NA,NA
"479",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"480",NA,"Bolivia","SLOVAKIA           1","4-AUG-","12",NA,NA,NA,NA
"481",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"482",NA,"Bolivia","ISRAEL             0","5-JUL-","11",NA,NA,NA,NA
"483",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"484",NA,"Bolivia","MALTA              2","7-DEC-","01",NA,NA,NA,NA
"485",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"486",NA,"Bolivia","AUSTRIA            0","8-MAY-","06",NA,NA,NA,NA
"487",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"488",NA,"Bolivia","PORTUGAL           3","0-APR-","13",NA,NA,NA,NA
"489",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"490",NA,"Bolivia","YUGOSLAVIA         2","0-MAR-","09",NA,NA,NA,NA
"491",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"492",NA,"Bolivia","BOSNIA-HERZEGOVINA 0","5-JUL-","11",NA,NA,NA,NA
"493",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"494",NA,"Bolivia","ROMANIA            3","0-APR-","13",NA,NA,NA,NA
"495",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"496",NA,"Bolivia","SWITZERLAND        3","0-APR-","13",NA,NA,NA,NA
"497",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"498",NA,"Bolivia","TURKEY             1","9-AUG-","13",NA,NA,NA,NA
"499",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"500",NA,"Bolivia","MOLDOVA            1","9-AUG-","13",NA,NA,NA,NA
"501",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"502",NA,"Bolivia","MACEDONIA          3","0-APR-","13",NA,NA,NA,NA
"503",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"504",NA,"Bolivia","GIBRALTAR          1","2-FEB-","04",NA,NA,NA,NA
"505",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"506",NA,"Bolivia","MALI               1","5-JUN-","04",NA,NA,NA,NA
"507",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"508",NA,"Bolivia","GAMBIA             3","0-APR-","13",NA,NA,NA,NA
"509",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"510",NA,"Bolivia","SIERRA LEONE       2","7-DEC-","01",NA,NA,NA,NA
"511",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"512",NA,"Bolivia","GUINEA-BISSAU      2","7-DEC-","01",NA,NA,NA,NA
"513",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"514",NA,"Bolivia","LIBERIA            2","7-DEC-","01",NA,NA,NA,NA
"515",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"516",NA,"Bolivia","MOROCCO            3","0-APR-","13",NA,NA,NA,NA
"517",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"518",NA,"Bolivia","SENEGAL            3","0-APR-","13",NA,NA,NA,NA
"519",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"520",NA,"Bolivia","MAURITANIA         2","7-DEC-","01",NA,NA,NA,NA
"521",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"522",NA,"Bolivia","SAHARA OCCIDENTAL  2","7-DEC-","01",NA,NA,NA,NA
"523",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"524",NA,"Bolivia","CAPE VERDE         0","5-JUL-","11",NA,NA,NA,NA
"525",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"526",NA,"Bolivia","ALGERIA            3","0-APR-","13",NA,NA,NA,NA
"527",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"528",NA,"Bolivia","BENIN              2","7-DEC-","01",NA,NA,NA,NA
"529",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"530",NA,"Bolivia","BURKINA FASO       2","7-DEC-","01",NA,NA,NA,NA
"531",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"532",NA,"Bolivia","GHANA              2","7-DEC-","01",NA,NA,NA,NA
"533",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"534",NA,"Bolivia","COTE D'IVOIRE      2","7-DEC-","01",NA,NA,NA,NA
"535",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"536",NA,"Bolivia","NIGERIA            3","0-APR-","13",NA,NA,NA,NA
"537",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"538",NA,"Bolivia","NIGER              2","7-DEC-","01",NA,NA,NA,NA
"539",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"540",NA,"Bolivia","TUNISIA            3","0-APR-","13",NA,NA,NA,NA
"541",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"542",NA,"Bolivia","TOGO               3","0-APR-","13",NA,NA,NA,NA
"543",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"544",NA,"Bolivia","ETHIOPIA           2","7-DEC-","01",NA,NA,NA,NA
"545",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"546",NA,"Bolivia","BURUNDI            2","7-DEC-","01",NA,NA,NA,NA
"547",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"548",NA,"Bolivia","SOMALIA            2","7-DEC-","01",NA,NA,NA,NA
"549",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"550",NA,"Bolivia","DJIBOUTI           2","7-DEC-","01",NA,NA,NA,NA
"551",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"552",NA,"Bolivia","EGYPT              3","0-APR-","13",NA,NA,NA,NA
"553",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"554",NA,"Bolivia","KENYA              3","0-APR-","13",NA,NA,NA,NA
"555",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"556",NA,"Bolivia","LIBYAN ARAB JAMAHI 0","6-NOV-","06",NA,NA,NA,NA
"557",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"558",NA,"Bolivia","RWANDA             2","7-DEC-","01",NA,NA,NA,NA
"559",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"560",NA,"Bolivia","SUDAN              2","9-SEP-","04",NA,NA,NA,NA
"561",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"562",NA,"Bolivia","TANZANIA           3","0-APR-","13",NA,NA,NA,NA
"563",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"564",NA,"Bolivia","UGANDA             2","7-DEC-","01",NA,NA,NA,NA
"565",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"566",NA,"Bolivia","SOUTH AFRICA       3","0-APR-","13",NA,NA,NA,NA
"567",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"568",NA,"Bolivia","BOTSWANA           3","0-APR-","13",NA,NA,NA,NA
"569",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"570",NA,"Bolivia","CONGO, DEMOCRATIC  2","7-DEC-","01",NA,NA,NA,NA
"571",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"572",NA,"Bolivia","ZAIRE              2","7-DEC-","01",NA,NA,NA,NA
"573",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"574",NA,"Bolivia","SWAZILAND          3","0-APR-","13",NA,NA,NA,NA
"575",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"576",NA,"Bolivia","CENTRAL AFRICAN RE 2","7-DEC-","01",NA,NA,NA,NA
"577",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"578",NA,"Bolivia","EQUATORIAL GUINEA  3","0-APR-","13",NA,NA,NA,NA
"579",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"580",NA,"Bolivia","SAINT HELENA       2","7-DEC-","01",NA,NA,NA,NA
"581",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"582",NA,"Bolivia","MAURITIUS          2","7-DEC-","01",NA,NA,NA,NA
"583",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"584",NA,"Bolivia","CAMEROON           1","2-JUL-","02",NA,NA,NA,NA
"585",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
"586",NA,"Bolivia","ZAMBIA             1","9-AUG-","13",NA,NA,NA,NA
"587",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA
