"","Alpha_2","Name","Station","ICAO","IATA","SYNOP","LAT","LONG","ELEV"
"9941",NA,"Turks and Caicos Is.","WISCONSIN          0","3-DEC-","13",NA,NA,NA,NA
"9942",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9943",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9944",NA,"Turks and Caicos Is.","WEST VIRGINIA      2","6-APR-","06",NA,NA,NA,NA
"9945",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9946",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9947",NA,"Turks and Caicos Is.","WYOMING            0","3-DEC-","13",NA,NA,NA,NA
"9948",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9949",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9950",NA,"Turks and Caicos Is.","WASHINGTON D.C.    2","5-SEP-","00",NA,NA,NA,NA
"9951",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9952",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9953",NA,"Turks and Caicos Is.","ALBERTA            1","0-DEC-","13",NA,NA,NA,NA
"9954",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9955",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9956",NA,"Turks and Caicos Is.","BRITISH COLUMBIA   0","3-DEC-","13",NA,NA,NA,NA
"9957",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9958",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9959",NA,"Turks and Caicos Is.","MANITOBA           1","0-DEC-","13",NA,NA,NA,NA
"9960",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9961",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9962",NA,"Turks and Caicos Is.","NEW BRUNSWICK      2","6-APR-","06",NA,NA,NA,NA
"9963",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9964",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9965",NA,"Turks and Caicos Is.","NEWFOUNDLAND       3","0-APR-","13",NA,NA,NA,NA
"9966",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9967",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9968",NA,"Turks and Caicos Is.","NOVA SCOTIA        3","0-APR-","13",NA,NA,NA,NA
"9969",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9970",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9971",NA,"Turks and Caicos Is.","N.W. TERRITORIES   0","3-DEC-","13",NA,NA,NA,NA
"9972",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9973",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9974",NA,"Turks and Caicos Is.","NUNAVUT            3","0-APR-","13",NA,NA,NA,NA
"9975",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9976",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9977",NA,"Turks and Caicos Is.","ONTARIO            3","0-APR-","13",NA,NA,NA,NA
"9978",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9979",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9980",NA,"Turks and Caicos Is.","PRINCE EDWARD ISLAND","   09-","NOV-04",NA,NA,NA,NA
"9981",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9982",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9983",NA,"Turks and Caicos Is.","QUEBEC             1","0-DEC-","13",NA,NA,NA,NA
"9984",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9985",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9986",NA,"Turks and Caicos Is.","SASKATCHEWAN       3","0-APR-","13",NA,NA,NA,NA
"9987",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9988",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9989",NA,"Turks and Caicos Is.","YUKON TERRITORY    3","0-APR-","13",NA,NA,NA,NA
"9990",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9991",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9992",NA,"Turks and Caicos Is.","MEXICO             0","4-OCT-","13",NA,NA,NA,NA
"9993",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9994",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9995",NA,"Turks and Caicos Is.","GUAM               2","3-DEC-","01",NA,NA,NA,NA
"9996",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9997",NA,"Turks and Caicos Is.","JOHNSTON/WAKE/XMAS 3","0-APR-","13",NA,NA,NA,NA
"9998",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9999",NA,"Turks and Caicos Is.","MARSHALL ISLANDS   3","0-APR-","13",NA,NA,NA,NA
"10000",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10001",NA,"Turks and Caicos Is.","MICRONESIA         1","2-JUL-","02",NA,NA,NA,NA
"10002",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10003",NA,"Turks and Caicos Is.","PUERTO RICO        1","4-APR-","11",NA,NA,NA,NA
"10004",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10005",NA,"Turks and Caicos Is.","BAHAMAS            0","2-APR-","08",NA,NA,NA,NA
"10006",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10007",NA,"Turks and Caicos Is.","CUBA               3","0-APR-","13",NA,NA,NA,NA
"10008",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10009",NA,"Turks and Caicos Is.","JAMAICA            2","9-SEP-","04",NA,NA,NA,NA
"10010",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10011",NA,"Turks and Caicos Is.","GRAND CAYMAN IS    2","3-DEC-","01",NA,NA,NA,NA
"10012",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10013",NA,"Turks and Caicos Is.","HAITI              2","3-DEC-","01",NA,NA,NA,NA
"10014",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10015",NA,"Turks and Caicos Is.","DOMINICAN REPUBLIC 3","0-APR-","13",NA,NA,NA,NA
"10016",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10017",NA,"Turks and Caicos Is.","DOMINICA ISLAND    1","0-JUN-","05",NA,NA,NA,NA
"10018",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10019",NA,"Turks and Caicos Is.","VIRGIN ISLANDS     2","3-DEC-","01",NA,NA,NA,NA
"10020",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10021",NA,"Turks and Caicos Is.","LESSER ANTILLES    3","0-APR-","13",NA,NA,NA,NA
"10022",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10023",NA,"Turks and Caicos Is.","BARBADOS           2","3-DEC-","01",NA,NA,NA,NA
"10024",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10025",NA,"Turks and Caicos Is.","GRENADA            2","9-SEP-","04",NA,NA,NA,NA
"10026",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10027",NA,"Turks and Caicos Is.","MONTSERRAT         0","5-JUL-","11",NA,NA,NA,NA
"10028",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10029",NA,"Turks and Caicos Is.","TRINIDAD TOBAGO    2","3-DEC-","01",NA,NA,NA,NA
"10030",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10031",NA,"Turks and Caicos Is.","BERMUDA            2","3-DEC-","01",NA,NA,NA,NA
"10032",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10033",NA,"Turks and Caicos Is.","BELIZE             2","3-DEC-","01",NA,NA,NA,NA
"10034",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10035",NA,"Turks and Caicos Is.","GUATEMALA          3","0-APR-","13",NA,NA,NA,NA
"10036",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10037",NA,"Turks and Caicos Is.","HONDURAS           3","0-APR-","13",NA,NA,NA,NA
"10038",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10039",NA,"Turks and Caicos Is.","EL SALVADOR        1","9-AUG-","13",NA,NA,NA,NA
"10040",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10041",NA,"Turks and Caicos Is.","NICARAGUA          3","0-APR-","13",NA,NA,NA,NA
"10042",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10043",NA,"Turks and Caicos Is.","COSTA RICA         2","3-DEC-","01",NA,NA,NA,NA
"10044",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10045",NA,"Turks and Caicos Is.","PANAMA             3","0-APR-","13",NA,NA,NA,NA
"10046",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10047",NA,"Turks and Caicos Is.","COLOMBIA           3","0-APR-","13",NA,NA,NA,NA
"10048",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10049",NA,"Turks and Caicos Is.","VENEZUELA          3","0-APR-","13",NA,NA,NA,NA
"10050",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10051",NA,"Turks and Caicos Is.","GUYANA             2","8-NOV-","08",NA,NA,NA,NA
"10052",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10053",NA,"Turks and Caicos Is.","ECUADOR            3","0-APR-","13",NA,NA,NA,NA
"10054",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10055",NA,"Turks and Caicos Is.","PERU               3","0-APR-","13",NA,NA,NA,NA
"10056",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10057",NA,"Turks and Caicos Is.","BOLIVIA            3","0-APR-","13",NA,NA,NA,NA
"10058",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10059",NA,"Turks and Caicos Is.","BRAZIL             3","0-APR-","13",NA,NA,NA,NA
"10060",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10061",NA,"Turks and Caicos Is.","PARAGUAY           3","0-APR-","13",NA,NA,NA,NA
"10062",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10063",NA,"Turks and Caicos Is.","URUGUAY            3","0-APR-","13",NA,NA,NA,NA
"10064",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10065",NA,"Turks and Caicos Is.","CHILE              3","0-APR-","13",NA,NA,NA,NA
"10066",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10067",NA,"Turks and Caicos Is.","ARGENTINA          3","0-APR-","13",NA,NA,NA,NA
"10068",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10069",NA,"Turks and Caicos Is.","FALKLAND ISLANDS   0","4-MAR-","02",NA,NA,NA,NA
"10070",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10071",NA,"Turks and Caicos Is.","SURINAME           0","9-NOV-","04",NA,NA,NA,NA
"10072",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10073",NA,"Turks and Caicos Is.","GREENLAND          3","0-APR-","13",NA,NA,NA,NA
"10074",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10075",NA,"Turks and Caicos Is.","ICELAND            3","0-APR-","13",NA,NA,NA,NA
"10076",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10077",NA,"Turks and Caicos Is.","BELGIUM            0","3-DEC-","13",NA,NA,NA,NA
"10078",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10079",NA,"Turks and Caicos Is.","GERMANY            0","3-DEC-","13",NA,NA,NA,NA
"10080",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10081",NA,"Turks and Caicos Is.","ESTONIA            2","3-FEB-","10",NA,NA,NA,NA
"10082",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10083",NA,"Turks and Caicos Is.","FINLAND            3","0-APR-","13",NA,NA,NA,NA
"10084",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10085",NA,"Turks and Caicos Is.","UNITED KINGDOM     3","0-APR-","13",NA,NA,NA,NA
"10086",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10087",NA,"Turks and Caicos Is.","NETHERLANDS        3","0-APR-","13",NA,NA,NA,NA
"10088",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10089",NA,"Turks and Caicos Is.","IRELAND            1","9-AUG-","13",NA,NA,NA,NA
"10090",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10091",NA,"Turks and Caicos Is.","DENMARK            3","0-APR-","13",NA,NA,NA,NA
"10092",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10093",NA,"Turks and Caicos Is.","LUXEMBOURG         2","7-DEC-","01",NA,NA,NA,NA
"10094",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10095",NA,"Turks and Caicos Is.","NORWAY             3","0-APR-","13",NA,NA,NA,NA
"10096",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10097",NA,"Turks and Caicos Is.","POLAND             3","0-APR-","13",NA,NA,NA,NA
"10098",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10099",NA,"Turks and Caicos Is.","SWEDEN             3","0-APR-","13",NA,NA,NA,NA
"10100",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10101",NA,"Turks and Caicos Is.","LITHUANIA          3","0-APR-","13",NA,NA,NA,NA
"10102",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10103",NA,"Turks and Caicos Is.","ALBANIA            3","0-APR-","13",NA,NA,NA,NA
"10104",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10105",NA,"Turks and Caicos Is.","BULGARIA           3","0-APR-","13",NA,NA,NA,NA
"10106",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10107",NA,"Turks and Caicos Is.","CYPRUS             1","2-FEB-","04",NA,NA,NA,NA
"10108",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10109",NA,"Turks and Caicos Is.","CROATIA            0","5-JUL-","11",NA,NA,NA,NA
"10110",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10111",NA,"Turks and Caicos Is.","SPAIN              0","9-DEC-","13",NA,NA,NA,NA
"10112",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10113",NA,"Turks and Caicos Is.","FRANCE             2","2-OCT-","13",NA,NA,NA,NA
"10114",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10115",NA,"Turks and Caicos Is.","GREECE             3","0-APR-","13",NA,NA,NA,NA
"10116",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10117",NA,"Turks and Caicos Is.","HUNGARY            0","5-JUL-","11",NA,NA,NA,NA
"10118",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10119",NA,"Turks and Caicos Is.","ITALY              1","9-AUG-","13",NA,NA,NA,NA
"10120",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10121",NA,"Turks and Caicos Is.","SLOVENIA           0","9-SEP-","10",NA,NA,NA,NA
"10122",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10123",NA,"Turks and Caicos Is.","CZECH REPUBLIC     0","4-OCT-","13",NA,NA,NA,NA
"10124",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10125",NA,"Turks and Caicos Is.","SLOVAKIA           1","4-AUG-","12",NA,NA,NA,NA
"10126",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10127",NA,"Turks and Caicos Is.","ISRAEL             0","5-JUL-","11",NA,NA,NA,NA
"10128",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10129",NA,"Turks and Caicos Is.","MALTA              2","7-DEC-","01",NA,NA,NA,NA
"10130",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10131",NA,"Turks and Caicos Is.","AUSTRIA            0","8-MAY-","06",NA,NA,NA,NA
"10132",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10133",NA,"Turks and Caicos Is.","PORTUGAL           3","0-APR-","13",NA,NA,NA,NA
"10134",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10135",NA,"Turks and Caicos Is.","YUGOSLAVIA         2","0-MAR-","09",NA,NA,NA,NA
"10136",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10137",NA,"Turks and Caicos Is.","BOSNIA-HERZEGOVINA 0","5-JUL-","11",NA,NA,NA,NA
"10138",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10139",NA,"Turks and Caicos Is.","ROMANIA            3","0-APR-","13",NA,NA,NA,NA
"10140",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10141",NA,"Turks and Caicos Is.","SWITZERLAND        3","0-APR-","13",NA,NA,NA,NA
"10142",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10143",NA,"Turks and Caicos Is.","TURKEY             1","9-AUG-","13",NA,NA,NA,NA
"10144",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10145",NA,"Turks and Caicos Is.","MOLDOVA            1","9-AUG-","13",NA,NA,NA,NA
"10146",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10147",NA,"Turks and Caicos Is.","MACEDONIA          3","0-APR-","13",NA,NA,NA,NA
"10148",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10149",NA,"Turks and Caicos Is.","GIBRALTAR          1","2-FEB-","04",NA,NA,NA,NA
"10150",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10151",NA,"Turks and Caicos Is.","MALI               1","5-JUN-","04",NA,NA,NA,NA
"10152",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10153",NA,"Turks and Caicos Is.","GAMBIA             3","0-APR-","13",NA,NA,NA,NA
"10154",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10155",NA,"Turks and Caicos Is.","SIERRA LEONE       2","7-DEC-","01",NA,NA,NA,NA
"10156",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10157",NA,"Turks and Caicos Is.","GUINEA-BISSAU      2","7-DEC-","01",NA,NA,NA,NA
"10158",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10159",NA,"Turks and Caicos Is.","LIBERIA            2","7-DEC-","01",NA,NA,NA,NA
"10160",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10161",NA,"Turks and Caicos Is.","MOROCCO            3","0-APR-","13",NA,NA,NA,NA
"10162",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10163",NA,"Turks and Caicos Is.","SENEGAL            3","0-APR-","13",NA,NA,NA,NA
"10164",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10165",NA,"Turks and Caicos Is.","MAURITANIA         2","7-DEC-","01",NA,NA,NA,NA
"10166",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10167",NA,"Turks and Caicos Is.","SAHARA OCCIDENTAL  2","7-DEC-","01",NA,NA,NA,NA
"10168",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10169",NA,"Turks and Caicos Is.","CAPE VERDE         0","5-JUL-","11",NA,NA,NA,NA
"10170",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10171",NA,"Turks and Caicos Is.","ALGERIA            3","0-APR-","13",NA,NA,NA,NA
"10172",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10173",NA,"Turks and Caicos Is.","BENIN              2","7-DEC-","01",NA,NA,NA,NA
"10174",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10175",NA,"Turks and Caicos Is.","BURKINA FASO       2","7-DEC-","01",NA,NA,NA,NA
"10176",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10177",NA,"Turks and Caicos Is.","GHANA              2","7-DEC-","01",NA,NA,NA,NA
"10178",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10179",NA,"Turks and Caicos Is.","COTE D'IVOIRE      2","7-DEC-","01",NA,NA,NA,NA
"10180",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10181",NA,"Turks and Caicos Is.","NIGERIA            3","0-APR-","13",NA,NA,NA,NA
"10182",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10183",NA,"Turks and Caicos Is.","NIGER              2","7-DEC-","01",NA,NA,NA,NA
"10184",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10185",NA,"Turks and Caicos Is.","TUNISIA            3","0-APR-","13",NA,NA,NA,NA
"10186",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10187",NA,"Turks and Caicos Is.","TOGO               3","0-APR-","13",NA,NA,NA,NA
"10188",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10189",NA,"Turks and Caicos Is.","ETHIOPIA           2","7-DEC-","01",NA,NA,NA,NA
"10190",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10191",NA,"Turks and Caicos Is.","BURUNDI            2","7-DEC-","01",NA,NA,NA,NA
"10192",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10193",NA,"Turks and Caicos Is.","SOMALIA            2","7-DEC-","01",NA,NA,NA,NA
"10194",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10195",NA,"Turks and Caicos Is.","DJIBOUTI           2","7-DEC-","01",NA,NA,NA,NA
"10196",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10197",NA,"Turks and Caicos Is.","EGYPT              3","0-APR-","13",NA,NA,NA,NA
"10198",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10199",NA,"Turks and Caicos Is.","KENYA              3","0-APR-","13",NA,NA,NA,NA
"10200",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10201",NA,"Turks and Caicos Is.","LIBYAN ARAB JAMAHI 0","6-NOV-","06",NA,NA,NA,NA
"10202",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10203",NA,"Turks and Caicos Is.","RWANDA             2","7-DEC-","01",NA,NA,NA,NA
"10204",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10205",NA,"Turks and Caicos Is.","SUDAN              2","9-SEP-","04",NA,NA,NA,NA
"10206",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10207",NA,"Turks and Caicos Is.","TANZANIA           3","0-APR-","13",NA,NA,NA,NA
"10208",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10209",NA,"Turks and Caicos Is.","UGANDA             2","7-DEC-","01",NA,NA,NA,NA
"10210",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10211",NA,"Turks and Caicos Is.","SOUTH AFRICA       3","0-APR-","13",NA,NA,NA,NA
"10212",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10213",NA,"Turks and Caicos Is.","BOTSWANA           3","0-APR-","13",NA,NA,NA,NA
"10214",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10215",NA,"Turks and Caicos Is.","CONGO, DEMOCRATIC  2","7-DEC-","01",NA,NA,NA,NA
"10216",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10217",NA,"Turks and Caicos Is.","ZAIRE              2","7-DEC-","01",NA,NA,NA,NA
"10218",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10219",NA,"Turks and Caicos Is.","SWAZILAND          3","0-APR-","13",NA,NA,NA,NA
"10220",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10221",NA,"Turks and Caicos Is.","CENTRAL AFRICAN RE 2","7-DEC-","01",NA,NA,NA,NA
"10222",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10223",NA,"Turks and Caicos Is.","EQUATORIAL GUINEA  3","0-APR-","13",NA,NA,NA,NA
"10224",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10225",NA,"Turks and Caicos Is.","SAINT HELENA       2","7-DEC-","01",NA,NA,NA,NA
"10226",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10227",NA,"Turks and Caicos Is.","MAURITIUS          2","7-DEC-","01",NA,NA,NA,NA
"10228",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10229",NA,"Turks and Caicos Is.","CAMEROON           1","2-JUL-","02",NA,NA,NA,NA
"10230",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10231",NA,"Turks and Caicos Is.","ZAMBIA             1","9-AUG-","13",NA,NA,NA,NA
"10232",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"10233",NA,"Turks and Caicos Is.","COMOROS            2","7-DEC-","01",NA,NA,NA,NA
"10234",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
